truth,trial,seed,alpha,beta,decision,error,stopping_time
P,5,260727592,0.05,0.01,P,False,175
P,5,260727592,0.01,0.05,P,False,170
P,6,260727593,0.05,0.05,P,False,137
P,6,260727593,0.05,0.01,P,False,150
P,6,260727593,0.01,0.05,P,False,137
P,7,260727594,0.05,0.05,P,False,139
P,7,260727594,0.05,0.01,P,False,164
P,7,260727594,0.01,0.05,P,False,139
P,8,260727595,0.05,0.05,P,False,125
P,8,260727595,0.05,0.01,P,False,130
P,8,260727595,0.01,0.05,P,False,125
P,9,260727596,0.05,0.05,P,False,126
P,9,260727596,0.05,0.01,P,False,131
P,9,260727596,0.01,0.05,P,False,126
P,10,260727597,0.05,0.05,P,False,160
P,10,260727597,0.05,0.01,P,False,166
P,10,260727597,0.01,0.05,P,False,160
P,11,260727598,0.05,0.05,P,False,149
P,11,260727598,0.05,0.01,P,False,154
P,11,260727598,0.01,0.05,P,False,149
P,12,260727599,0.05,0.05,P,False,190
P,12,260727599,0.05,0.01,P,False,196
P,12,260727599,0.01,0.05,P,False,190
P,13,260727600,0.05,0.05,P,False,125
P,13,260727600,0.05,0.01,P,False,130
P,13,260727600,0.01,0.05,P,False,125
P,14,260727601,0.05,0.05,P,False,93
P,14,260727601,0.05,0.01,P,False,98
P,14,260727601,0.01,0.05,P,False,93
P,15,260727602,0.05,0.05,P,False,161
P,15,260727602,0.05,0.01,P,False,167
P,15,260727602,0.01,0.05,P,False,161
P,16,260727603,0.05,0.05,P,False,124
P,16,260727603,0.05,0.01,P,False,129
P,16,260727603,0.01,0.05,P,False,124
P,17,260727604,0.05,0.05,P,False,218
P,17,260727604,0.05,0.01,P,False,234
P,17,260727604,0.01,0.05,P,False,218
P,18,260727605,0.05,0.05,P,False,131
P,18,260727605,0.05,0.01,P,False,136
P,18,260727605,0.01,0.05,P,False,131
P,19,260727606,0.05,0.05,P,False,133
P,19,260727606,0.05,0.01,P,False,152
P,19,260727606,0.01,0.05,P,False,133
P,20,260727607,0.05,0.05,P,False,190
P,20,260727607,0.05,0.01,P,False,195
P,20,260727607,0.01,0.05,P,False,190
P,21,260727608,0.05,0.05,P,False,135
P,21,260727608,0.05,0.01,P,False,147
P,21,260727608,0.01,0.05,P,False,135
P,22,260727609,0.05,0.05,P,False,168
P,22,260727609,0.05,0.01,P,False,173
P,22,260727609,0.01,0.05,P,False,168
P,23,260727610,0.05,0.05,P,False,102
P,23,260727610,0.05,0.01,P,False,107
P,23,260727610,0.01,0.05,P,False,102
P,24,260727611,0.05,0.05,P,False,93
P,24,260727611,0.05,0.01,P,False,98
P,24,260727611,0.01,0.05,P,False,93
P,25,260727612,0.05,0.05,P,False,104
P,25,260727612,0.05,0.01,P,False,109
P,25,260727612,0.01,0.05,P,False,104
P,26,260727613,0.05,0.05,P,False,153
P,26,260727613,0.05,0.01,P,False,158
P,26,260727613,0.01,0.05,P,False,153
P,27,260727614,0.05,0.05,P,False,154
P,27,260727614,0.05,0.01,P,False,159
P,27,260727614,0.01,0.05,P,False,154
P,28,260727615,0.05,0.05,P,False,140
P,28,260727615,0.05,0.01,P,False,145
P,28,260727615,0.01,0.05,P,False,140
P,29,260727616,0.05,0.05,P,False,173
P,29,260727616,0.05,0.01,P,False,187
P,29,260727616,0.01,0.05,P,False,173
P,30,260727617,0.05,0.05,P,False,116
P,30,260727617,0.05,0.01,P,False,121
P,30,260727617,0.01,0.05,P,False,116
P,31,260727618,0.05,0.05,P,False,155
P,31,260727618,0.05,0.01,P,False,165
P,31,260727618,0.01,0.05,P,False,155
P,32,260727619,0.05,0.05,P,False,142
P,32,260727619,0.05,0.01,P,False,147
P,32,260727619,0.01,0.05,P,False,142
P,33,260727620,0.05,0.05,P,False,185
P,33,260727620,0.05,0.01,P,False,190
P,33,260727620,0.01,0.05,P,False,185
P,34,260727621,0.05,0.05,P,False,122
P,34,260727621,0.05,0.01,P,False,127
P,34,260727621,0.01,0.05,P,False,122
P,35,260727622,0.05,0.05,P,False,124
P,35,260727622,0.05,0.01,P,False,128
P,35,260727622,0.01,0.05,P,False,124
P,36,260727623,0.05,0.05,P,False,150
P,36,260727623,0.05,0.01,P,False,155
P,36,260727623,0.01,0.05,P,False,150
P,37,260727624,0.05,0.05,P,False,141
P,37,260727624,0.05,0.01,P,False,146
P,37,260727624,0.01,0.05,P,False,141
P,38,260727625,0.05,0.05,P,False,152
P,38,260727625,0.05,0.01,P,False,157
P,38,260727625,0.01,0.05,P,False,152
P,39,260727626,0.05,0.05,P,False,145
P,39,260727626,0.05,0.01,P,False,150
P,39,260727626,0.01,0.05,P,False,145
P,40,260727627,0.05,0.05,P,False,142
P,40,260727627,0.05,0.01,P,False,147
P,40,260727627,0.01,0.05,P,False,142
P,41,260727628,0.05,0.05,P,False,149
P,41,260727628,0.05,0.01,P,False,155
P,41,260727628,0.01,0.05,P,False,149
P,42,260727629,0.05,0.05,P,False,120
P,42,260727629,0.05,0.01,P,False,125
P,42,260727629,0.01,0.05,P,False,120
P,43,260727630,0.05,0.05,P,False,183
P,43,260727630,0.05,0.01,P,False,189
P,43,260727630,0.01,0.05,P,False,183
P,44,260727631,0.05,0.05,P,False,145
P,44,260727631,0.05,0.01,P,False,150
P,44,260727631,0.01,0.05,P,False,145
P,45,260727632,0.05,0.05,P,False,139
P,45,260727632,0.05,0.01,P,False,155
P,45,260727632,0.01,0.05,P,False,139
P,46,260727633,0.05,0.05,P,False,120
P,46,260727633,0.05,0.01,P,False,124
P,46,260727633,0.01,0.05,P,False,120
P,47,260727634,0.05,0.05,P,False,195
P,47,260727634,0.05,0.01,P,False,200
P,47,260727634,0.01,0.05,P,False,195
P,48,260727635,0.05,0.05,P,False,103
P,48,260727635,0.05,0.01,P,False,132
P,48,260727635,0.01,0.05,P,False,103
P,49,260727636,0.05,0.05,P,False,145
P,49,260727636,0.05,0.01,P,False,150
P,49,260727636,0.01,0.05,P,False,145
P,50,260727637,0.05,0.05,P,False,133
P,50,260727637,0.05,0.01,P,False,174
P,50,260727637,0.01,0.05,P,False,133
P,51,260727638,0.05,0.05,P,False,158
P,51,260727638,0.05,0.01,P,False,163
P,51,260727638,0.01,0.05,P,False,158
P,52,260727639,0.05,0.05,P,False,146
P,52,260727639,0.05,0.01,P,False,151
P,52,260727639,0.01,0.05,P,False,146
P,53,260727640,0.05,0.05,P,False,148
P,53,260727640,0.05,0.01,P,False,184
P,53,260727640,0.01,0.05,P,False,148
P,54,260727641,0.05,0.05,P,False,152
P,54,260727641,0.05,0.01,P,False,157
P,54,260727641,0.01,0.05,P,False,152
P,55,260727642,0.05,0.05,P,False,162
P,55,260727642,0.05,0.01,P,False,167
P,55,260727642,0.01,0.05,P,False,162
P,56,260727643,0.05,0.05,P,False,116
P,56,260727643,0.05,0.01,P,False,121
P,56,260727643,0.01,0.05,P,False,116
P,57,260727644,0.05,0.05,P,False,152
P,57,260727644,0.05,0.01,P,False,157
P,57,260727644,0.01,0.05,P,False,152
P,58,260727645,0.05,0.05,P,False,108
P,58,260727645,0.05,0.01,P,False,112
P,58,260727645,0.01,0.05,P,False,108
P,59,260727646,0.05,0.05,P,False,136
P,59,260727646,0.05,0.01,P,False,141
P,59,260727646,0.01,0.05,P,False,136
P,60,260727647,0.05,0.05,P,False,152
P,60,260727647,0.05,0.01,P,False,157
P,60,260727647,0.01,0.05,P,False,152
P,61,260727648,0.05,0.05,P,False,114
P,61,260727648,0.05,0.01,P,False,119
P,61,260727648,0.01,0.05,P,False,114
P,62,260727649,0.05,0.05,P,False,151
P,62,260727649,0.05,0.01,P,False,156
P,62,260727649,0.01,0.05,P,False,151
P,63,260727650,0.05,0.05,P,False,132
P,63,260727650,0.05,0.01,P,False,146
P,63,260727650,0.01,0.05,P,False,132
P,64,260727651,0.05,0.05,P,False,187
P,64,260727651,0.05,0.01,P,False,240
P,64,260727651,0.01,0.05,P,False,187
P,65,260727652,0.05,0.05,P,False,136
P,65,260727652,0.05,0.01,P,False,141
P,65,260727652,0.01,0.05,P,False,136
P,66,260727653,0.05,0.05,P,False,157
P,66,260727653,0.05,0.01,P,False,162
P,66,260727653,0.01,0.05,P,False,157
P,67,260727654,0.05,0.05,P,False,131
P,67,260727654,0.05,0.01,P,False,136
P,67,260727654,0.01,0.05,P,False,131
P,68,260727655,0.05,0.05,P,False,114
P,68,260727655,0.05,0.01,P,False,128
P,68,260727655,0.01,0.05,P,False,114
P,69,260727656,0.05,0.05,P,False,176
P,69,260727656,0.05,0.01,P,False,181
P,69,260727656,0.01,0.05,P,False,176
P,70,260727657,0.05,0.05,P,False,119
P,70,260727657,0.05,0.01,P,False,124
P,70,260727657,0.01,0.05,P,False,119
P,71,260727658,0.05,0.05,P,False,110
P,71,260727658,0.05,0.01,P,False,142
P,71,260727658,0.01,0.05,P,False,110
P,72,260727659,0.05,0.05,P,False,134
P,72,260727659,0.05,0.01,P,False,138
P,72,260727659,0.01,0.05,P,False,134
P,73,260727660,0.05,0.05,P,False,121
P,73,260727660,0.05,0.01,P,False,125
P,73,260727660,0.01,0.05,P,False,121
P,74,260727661,0.05,0.05,P,False,100
P,74,260727661,0.05,0.01,P,False,105
P,74,260727661,0.01,0.05,P,False,100
P,75,260727662,0.05,0.05,P,False,185
P,75,260727662,0.05,0.01,P,False,190
P,75,260727662,0.01,0.05,P,False,185
P,76,260727663,0.05,0.05,P,False,167
P,76,260727663,0.05,0.01,P,False,181
P,76,260727663,0.01,0.05,P,False,167
P,77,260727664,0.05,0.05,P,False,102
P,77,260727664,0.05,0.01,P,False,107
P,77,260727664,0.01,0.05,P,False,102
P,78,260727665,0.05,0.05,P,False,174
P,78,260727665,0.05,0.01,P,False,179
P,78,260727665,0.01,0.05,P,False,174
P,79,260727666,0.05,0.05,P,False,163
P,79,260727666,0.05,0.01,P,False,169
P,79,260727666,0.01,0.05,P,False,163
P,80,260727667,0.05,0.05,P,False,114
P,80,260727667,0.05,0.01,P,False,127
P,80,260727667,0.01,0.05,P,False,114
P,81,260727668,0.05,0.05,P,False,180
P,81,260727668,0.05,0.01,P,False,186
P,81,260727668,0.01,0.05,P,False,180
P,82,260727669,0.05,0.05,P,False,116
P,82,260727669,0.05,0.01,P,False,120
P,82,260727669,0.01,0.05,P,False,116
P,83,260727670,0.05,0.05,P,False,148
P,83,260727670,0.05,0.01,P,False,153
P,83,260727670,0.01,0.05,P,False,148
P,84,260727671,0.05,0.05,P,False,104
P,84,260727671,0.05,0.01,P,False,109
P,84,260727671,0.01,0.05,P,False,104
P,85,260727672,0.05,0.05,P,False,137
P,85,260727672,0.05,0.01,P,False,142
P,85,260727672,0.01,0.05,P,False,137
P,86,260727673,0.05,0.05,P,False,119
P,86,260727673,0.05,0.01,P,False,124
P,86,260727673,0.01,0.05,P,False,119
P,87,260727674,0.05,0.05,P,False,111
P,87,260727674,0.05,0.01,P,False,115
P,87,260727674,0.01,0.05,P,False,111
P,88,260727675,0.05,0.05,P,False,106
P,88,260727675,0.05,0.01,P,False,111
P,88,260727675,0.01,0.05,P,False,106
P,89,260727676,0.05,0.05,P,False,161
P,89,260727676,0.05,0.01,P,False,173
P,89,260727676,0.01,0.05,P,False,161
P,90,260727677,0.05,0.05,P,False,104
P,90,260727677,0.05,0.01,P,False,108
P,90,260727677,0.01,0.05,P,False,104
P,91,260727678,0.05,0.05,P,False,165
P,91,260727678,0.05,0.01,P,False,175
P,91,260727678,0.01,0.05,P,False,165
P,92,260727679,0.05,0.05,P,False,174
P,92,260727679,0.05,0.01,P,False,179
P,92,260727679,0.01,0.05,P,False,174
P,93,260727680,0.05,0.05,P,False,109
P,93,260727680,0.05,0.01,P,False,114
P,93,260727680,0.01,0.05,P,False,109
P,94,260727681,0.05,0.05,P,False,114
P,94,260727681,0.05,0.01,P,False,119
P,94,260727681,0.01,0.05,P,False,114
P,95,260727682,0.05,0.05,P,False,148
P,95,260727682,0.05,0.01,P,False,171
P,95,260727682,0.01,0.05,P,False,148
P,96,260727683,0.05,0.05,P,False,137
P,96,260727683,0.05,0.01,P,False,142
P,96,260727683,0.01,0.05,P,False,137
P,97,260727684,0.05,0.05,P,False,106
P,97,260727684,0.05,0.01,P,False,111
P,97,260727684,0.01,0.05,P,False,106
P,98,260727685,0.05,0.05,P,False,185
P,98,260727685,0.05,0.01,P,False,191
P,98,260727685,0.01,0.05,P,False,185
P,99,260727686,0.05,0.05,P,False,216
P,99,260727686,0.05,0.01,P,False,221
P,99,260727686,0.01,0.05,P,False,216
P,100,260727687,0.05,0.05,P,False,128
P,100,260727687,0.05,0.01,P,False,134
P,100,260727687,0.01,0.05,P,False,128
P,101,260727688,0.05,0.05,P,False,127
P,101,260727688,0.05,0.01,P,False,132
P,101,260727688,0.01,0.05,P,False,127
P,102,260727689,0.05,0.05,P,False,116
P,102,260727689,0.05,0.01,P,False,121
P,102,260727689,0.01,0.05,P,False,116
P,103,260727690,0.05,0.05,P,False,121
P,103,260727690,0.05,0.01,P,False,125
P,103,260727690,0.01,0.05,P,False,121
P,104,260727691,0.05,0.05,P,False,114
P,104,260727691,0.05,0.01,P,False,119
P,104,260727691,0.01,0.05,P,False,114
P,105,260727692,0.05,0.05,P,False,120
P,105,260727692,0.05,0.01,P,False,125
P,105,260727692,0.01,0.05,P,False,120
P,106,260727693,0.05,0.05,P,False,192
P,106,260727693,0.05,0.01,P,False,204
P,106,260727693,0.01,0.05,P,False,192
P,107,260727694,0.05,0.05,P,False,147
P,107,260727694,0.05,0.01,P,False,160
P,107,260727694,0.01,0.05,P,False,147
P,108,260727695,0.05,0.05,P,False,147
P,108,260727695,0.05,0.01,P,False,152
P,108,260727695,0.01,0.05,P,False,147
P,109,260727696,0.05,0.05,P,False,142
P,109,260727696,0.05,0.01,P,False,147
P,109,260727696,0.01,0.05,P,False,142
P,110,260727697,0.05,0.05,P,False,127
P,110,260727697,0.05,0.01,P,False,132
P,110,260727697,0.01,0.05,P,False,127
P,111,260727698,0.05,0.05,P,False,85
P,111,260727698,0.05,0.01,P,False,90
P,111,260727698,0.01,0.05,P,False,85
P,112,260727699,0.05,0.05,P,False,160
P,112,260727699,0.05,0.01,P,False,165
P,112,260727699,0.01,0.05,P,False,160
P,113,260727700,0.05,0.05,P,False,121
P,113,260727700,0.05,0.01,P,False,128
P,113,260727700,0.01,0.05,P,False,121
P,114,260727701,0.05,0.05,P,False,176
P,114,260727701,0.05,0.01,P,False,184
P,114,260727701,0.01,0.05,P,False,176
P,115,260727702,0.05,0.05,P,False,146
P,115,260727702,0.05,0.01,P,False,152
P,115,260727702,0.01,0.05,P,False,146
P,116,260727703,0.05,0.05,P,False,135
P,116,260727703,0.05,0.01,P,False,160
P,116,260727703,0.01,0.05,P,False,135
P,117,260727704,0.05,0.05,P,False,157
P,117,260727704,0.05,0.01,P,False,162
P,117,260727704,0.01,0.05,P,False,157
P,118,260727705,0.05,0.05,P,False,102
P,118,260727705,0.05,0.01,P,False,107
P,118,260727705,0.01,0.05,P,False,102
P,119,260727706,0.05,0.05,P,False,144
P,119,260727706,0.05,0.01,P,False,149
P,119,260727706,0.01,0.05,P,False,144
P,120,260727707,0.05,0.05,P,False,150
P,120,260727707,0.05,0.01,P,False,155
P,120,260727707,0.01,0.05,P,False,150
P,121,260727708,0.05,0.05,P,False,155
P,121,260727708,0.05,0.01,P,False,166
P,121,260727708,0.01,0.05,P,False,155
P,122,260727709,0.05,0.05,P,False,132
P,122,260727709,0.05,0.01,P,False,137
P,122,260727709,0.01,0.05,P,False,132
P,123,260727710,0.05,0.05,P,False,158
P,123,260727710,0.05,0.01,P,False,172
P,123,260727710,0.01,0.05,P,False,158
P,124,260727711,0.05,0.05,P,False,128
P,124,260727711,0.05,0.01,P,False,133
P,124,260727711,0.01,0.05,P,False,128
P,125,260727712,0.05,0.05,P,False,134
P,125,260727712,0.05,0.01,P,False,139
P,125,260727712,0.01,0.05,P,False,134
P,126,260727713,0.05,0.05,P,False,146
P,126,260727713,0.05,0.01,P,False,151
P,126,260727713,0.01,0.05,P,False,146
P,127,260727714,0.05,0.05,P,False,161
P,127,260727714,0.05,0.01,P,False,169
P,127,260727714,0.01,0.05,P,False,161
P,128,260727715,0.05,0.05,P,False,124
P,128,260727715,0.05,0.01,P,False,143
P,128,260727715,0.01,0.05,P,False,124
P,129,260727716,0.05,0.05,P,False,126
P,129,260727716,0.05,0.01,P,False,131
P,129,260727716,0.01,0.05,P,False,126
P,130,260727717,0.05,0.05,P,False,131
P,130,260727717,0.05,0.01,P,False,136
P,130,260727717,0.01,0.05,P,False,131
P,131,260727718,0.05,0.05,P,False,144
P,131,260727718,0.05,0.01,P,False,151
P,131,260727718,0.01,0.05,P,False,144
P,132,260727719,0.05,0.05,P,False,161
P,132,260727719,0.05,0.01,P,False,178
P,132,260727719,0.01,0.05,P,False,161
P,133,260727720,0.05,0.05,P,False,159
P,133,260727720,0.05,0.01,P,False,164
P,133,260727720,0.01,0.05,P,False,159
P,134,260727721,0.05,0.05,P,False,135
P,134,260727721,0.05,0.01,P,False,140
P,134,260727721,0.01,0.05,P,False,135
P,135,260727722,0.05,0.05,P,False,188
P,135,260727722,0.05,0.01,P,False,194
P,135,260727722,0.01,0.05,P,False,188
P,136,260727723,0.05,0.05,P,False,134
P,136,260727723,0.05,0.01,P,False,139
P,136,260727723,0.01,0.05,P,False,134
P,137,260727724,0.05,0.05,P,False,172
P,137,260727724,0.05,0.01,P,False,182
P,137,260727724,0.01,0.05,P,False,172
P,138,260727725,0.05,0.05,P,False,129
P,138,260727725,0.05,0.01,P,False,134
P,138,260727725,0.01,0.05,P,False,129
P,139,260727726,0.05,0.05,P,False,161
P,139,260727726,0.05,0.01,P,False,167
P,139,260727726,0.01,0.05,P,False,161
P,140,260727727,0.05,0.05,P,False,160
P,140,260727727,0.05,0.01,P,False,166
P,140,260727727,0.01,0.05,P,False,160
P,141,260727728,0.05,0.05,P,False,126
P,141,260727728,0.05,0.01,P,False,131
P,141,260727728,0.01,0.05,P,False,126
P,142,260727729,0.05,0.05,P,False,177
P,142,260727729,0.05,0.01,P,False,182
P,142,260727729,0.01,0.05,P,False,177
P,143,260727730,0.05,0.05,P,False,149
P,143,260727730,0.05,0.01,P,False,158
P,143,260727730,0.01,0.05,P,False,149
P,144,260727731,0.05,0.05,P,False,191
P,144,260727731,0.05,0.01,P,False,196
P,144,260727731,0.01,0.05,P,False,191
P,145,260727732,0.05,0.05,P,False,148
P,145,260727732,0.05,0.01,P,False,153
P,145,260727732,0.01,0.05,P,False,148
P,146,260727733,0.05,0.05,P,False,134
P,146,260727733,0.05,0.01,P,False,139
P,146,260727733,0.01,0.05,P,False,134
P,147,260727734,0.05,0.05,P,False,153
P,147,260727734,0.05,0.01,P,False,159
P,147,260727734,0.01,0.05,P,False,153
P,148,260727735,0.05,0.05,P,False,132
P,148,260727735,0.05,0.01,P,False,137
P,148,260727735,0.01,0.05,P,False,132
P,149,260727736,0.05,0.05,P,False,137
P,149,260727736,0.05,0.01,P,False,148
P,149,260727736,0.01,0.05,P,False,137
P,150,260727737,0.05,0.05,P,False,128
P,150,260727737,0.05,0.01,P,False,141
P,150,260727737,0.01,0.05,P,False,128
P,151,260727738,0.05,0.05,P,False,110
P,151,260727738,0.05,0.01,P,False,115
P,151,260727738,0.01,0.05,P,False,110
P,152,260727739,0.05,0.05,P,False,99
P,152,260727739,0.05,0.01,P,False,132
P,152,260727739,0.01,0.05,P,False,99
P,153,260727740,0.05,0.05,P,False,110
P,153,260727740,0.05,0.01,P,False,125
P,153,260727740,0.01,0.05,P,False,110
P,154,260727741,0.05,0.05,P,False,165
P,154,260727741,0.05,0.01,P,False,170
P,154,260727741,0.01,0.05,P,False,165
P,155,260727742,0.05,0.05,P,False,132
P,155,260727742,0.05,0.01,P,False,137
P,155,260727742,0.01,0.05,P,False,132
P,156,260727743,0.05,0.05,P,False,134
P,156,260727743,0.05,0.01,P,False,139
P,156,260727743,0.01,0.05,P,False,134
P,157,260727744,0.05,0.05,P,False,129
P,157,260727744,0.05,0.01,P,False,134
P,157,260727744,0.01,0.05,P,False,129
P,158,260727745,0.05,0.05,P,False,154
P,158,260727745,0.05,0.01,P,False,159
P,158,260727745,0.01,0.05,P,False,154
P,159,260727746,0.05,0.05,P,False,134
P,159,260727746,0.05,0.01,P,False,139
P,159,260727746,0.01,0.05,P,False,134
P,160,260727747,0.05,0.05,P,False,158
P,160,260727747,0.05,0.01,P,False,164
P,160,260727747,0.01,0.05,P,False,158
P,161,260727748,0.05,0.05,P,False,117
P,161,260727748,0.05,0.01,P,False,122
P,161,260727748,0.01,0.05,P,False,117
P,162,260727749,0.05,0.05,P,False,141
P,162,260727749,0.05,0.01,P,False,146
P,162,260727749,0.01,0.05,P,False,141
P,163,260727750,0.05,0.05,P,False,128
P,163,260727750,0.05,0.01,P,False,133
P,163,260727750,0.01,0.05,P,False,128
P,164,260727751,0.05,0.05,P,False,135
P,164,260727751,0.05,0.01,P,False,140
P,164,260727751,0.01,0.05,P,False,135
P,165,260727752,0.05,0.05,P,False,119
P,165,260727752,0.05,0.01,P,False,133
P,165,260727752,0.01,0.05,P,False,119
P,166,260727753,0.05,0.05,P,False,128
P,166,260727753,0.05,0.01,P,False,133
P,166,260727753,0.01,0.05,P,False,128
P,167,260727754,0.05,0.05,P,False,150
P,167,260727754,0.05,0.01,P,False,155
P,167,260727754,0.01,0.05,P,False,150
P,168,260727755,0.05,0.05,P,False,91
P,168,260727755,0.05,0.01,P,False,96
P,168,260727755,0.01,0.05,P,False,91
P,169,260727756,0.05,0.05,P,False,114
P,169,260727756,0.05,0.01,P,False,140
P,169,260727756,0.01,0.05,P,False,114
P,170,260727757,0.05,0.05,P,False,125
P,170,260727757,0.05,0.01,P,False,130
P,170,260727757,0.01,0.05,P,False,125
P,171,260727758,0.05,0.05,P,False,138
P,171,260727758,0.05,0.01,P,False,143
P,171,260727758,0.01,0.05,P,False,138
P,172,260727759,0.05,0.05,P,False,96
P,172,260727759,0.05,0.01,P,False,101
P,172,260727759,0.01,0.05,P,False,96
P,173,260727760,0.05,0.05,P,False,161
P,173,260727760,0.05,0.01,P,False,165
P,173,260727760,0.01,0.05,P,False,161
P,174,260727761,0.05,0.05,P,False,121
P,174,260727761,0.05,0.01,P,False,126
P,174,260727761,0.01,0.05,P,False,121
P,175,260727762,0.05,0.05,P,False,180
P,175,260727762,0.05,0.01,P,False,185
P,175,260727762,0.01,0.05,P,False,180
P,176,260727763,0.05,0.05,P,False,150
P,176,260727763,0.05,0.01,P,False,155
P,176,260727763,0.01,0.05,P,False,150
P,177,260727764,0.05,0.05,P,False,115
P,177,260727764,0.05,0.01,P,False,120
P,177,260727764,0.01,0.05,P,False,115
P,178,260727765,0.05,0.05,P,False,125
P,178,260727765,0.05,0.01,P,False,130
P,178,260727765,0.01,0.05,P,False,125
P,179,260727766,0.05,0.05,P,False,104
P,179,260727766,0.05,0.01,P,False,109
P,179,260727766,0.01,0.05,P,False,104
P,180,260727767,0.05,0.05,P,False,143
P,180,260727767,0.05,0.01,P,False,148
P,180,260727767,0.01,0.05,P,False,143
P,181,260727768,0.05,0.05,P,False,113
P,181,260727768,0.05,0.01,P,False,118
P,181,260727768,0.01,0.05,P,False,113
P,182,260727769,0.05,0.05,P,False,114
P,182,260727769,0.05,0.01,P,False,119
P,182,260727769,0.01,0.05,P,False,114
P,183,260727770,0.05,0.05,P,False,157
P,183,260727770,0.05,0.01,P,False,163
P,183,260727770,0.01,0.05,P,False,157
P,184,260727771,0.05,0.05,P,False,135
P,184,260727771,0.05,0.01,P,False,140
P,184,260727771,0.01,0.05,P,False,135
P,185,260727772,0.05,0.05,P,False,130
P,185,260727772,0.05,0.01,P,False,135
P,185,260727772,0.01,0.05,P,False,130
P,186,260727773,0.05,0.05,P,False,181
P,186,260727773,0.05,0.01,P,False,186
P,186,260727773,0.01,0.05,P,False,181
P,187,260727774,0.05,0.05,P,False,174
P,187,260727774,0.05,0.01,P,False,179
P,187,260727774,0.01,0.05,P,False,174
P,188,260727775,0.05,0.05,P,False,132
P,188,260727775,0.05,0.01,P,False,137
P,188,260727775,0.01,0.05,P,False,132
P,189,260727776,0.05,0.05,P,False,142
P,189,260727776,0.05,0.01,P,False,147
P,189,260727776,0.01,0.05,P,False,142
P,190,260727777,0.05,0.05,P,False,196
P,190,260727777,0.05,0.01,P,False,201
P,190,260727777,0.01,0.05,P,False,196
P,191,260727778,0.05,0.05,P,False,220
P,191,260727778,0.05,0.01,P,False,226
P,191,260727778,0.01,0.05,P,False,220
P,192,260727779,0.05,0.05,P,False,102
P,192,260727779,0.05,0.01,P,False,107
P,192,260727779,0.01,0.05,P,False,102
P,193,260727780,0.05,0.05,P,False,134
P,193,260727780,0.05,0.01,P,False,139
P,193,260727780,0.01,0.05,P,False,134
P,194,260727781,0.05,0.05,P,False,152
P,194,260727781,0.05,0.01,P,False,157
P,194,260727781,0.01,0.05,P,False,152
P,195,260727782,0.05,0.05,P,False,98
P,195,260727782,0.05,0.01,P,False,102
P,195,260727782,0.01,0.05,P,False,98
P,196,260727783,0.05,0.05,P,False,124
P,196,260727783,0.05,0.01,P,False,129
P,196,260727783,0.01,0.05,P,False,124
P,197,260727784,0.05,0.05,P,False,125
P,197,260727784,0.05,0.01,P,False,138
P,197,260727784,0.01,0.05,P,False,125
P,198,260727785,0.05,0.05,P,False,121
P,198,260727785,0.05,0.01,P,False,126
P,198,260727785,0.01,0.05,P,False,121
P,199,260727786,0.05,0.05,P,False,123
P,199,260727786,0.05,0.01,P,False,127
P,199,260727786,0.01,0.05,P,False,123
P,200,260727787,0.05,0.05,P,False,126
P,200,260727787,0.05,0.01,P,False,153
P,200,260727787,0.01,0.05,P,False,126
P,201,260727788,0.05,0.05,P,False,153
P,201,260727788,0.05,0.01,P,False,158
P,201,260727788,0.01,0.05,P,False,153
P,202,260727789,0.05,0.05,P,False,122
P,202,260727789,0.05,0.01,P,False,127
P,202,260727789,0.01,0.05,P,False,122
P,203,260727790,0.05,0.05,P,False,202
P,203,260727790,0.05,0.01,P,False,214
P,203,260727790,0.01,0.05,P,False,202
P,204,260727791,0.05,0.05,P,False,130
P,204,260727791,0.05,0.01,P,False,135
P,204,260727791,0.01,0.05,P,False,130
P,205,260727792,0.05,0.05,P,False,138
P,205,260727792,0.05,0.01,P,False,143
P,205,260727792,0.01,0.05,P,False,138
P,206,260727793,0.05,0.05,P,False,162
P,206,260727793,0.05,0.01,P,False,168
P,206,260727793,0.01,0.05,P,False,162
P,207,260727794,0.05,0.05,P,False,108
P,207,260727794,0.05,0.01,P,False,113
P,207,260727794,0.01,0.05,P,False,108
P,208,260727795,0.05,0.05,P,False,156
P,208,260727795,0.05,0.01,P,False,161
P,208,260727795,0.01,0.05,P,False,156
P,209,260727796,0.05,0.05,P,False,152
P,209,260727796,0.05,0.01,P,False,157
P,209,260727796,0.01,0.05,P,False,152
P,210,260727797,0.05,0.05,P,False,127
P,210,260727797,0.05,0.01,P,False,132
P,210,260727797,0.01,0.05,P,False,127
P,211,260727798,0.05,0.05,P,False,107
P,211,260727798,0.05,0.01,P,False,111
P,211,260727798,0.01,0.05,P,False,107
P,212,260727799,0.05,0.05,P,False,113
P,212,260727799,0.05,0.01,P,False,118
P,212,260727799,0.01,0.05,P,False,113
P,213,260727800,0.05,0.05,P,False,172
P,213,260727800,0.05,0.01,P,False,180
P,213,260727800,0.01,0.05,P,False,172
P,214,260727801,0.05,0.05,P,False,134
P,214,260727801,0.05,0.01,P,False,139
P,214,260727801,0.01,0.05,P,False,134
P,215,260727802,0.05,0.05,P,False,149
P,215,260727802,0.05,0.01,P,False,154
P,215,260727802,0.01,0.05,P,False,149
P,216,260727803,0.05,0.05,P,False,179
P,216,260727803,0.05,0.01,P,False,184
P,216,260727803,0.01,0.05,P,False,179
