truth,trial,seed,alpha,beta,decision,error,stopping_time
Q,708,260718295,0.05,0.05,Q,False,42
Q,708,260718295,0.05,0.01,Q,False,42
Q,708,260718295,0.01,0.05,Q,False,45
Q,709,260718296,0.05,0.05,Q,False,125
Q,709,260718296,0.05,0.01,Q,False,125
Q,709,260718296,0.01,0.05,Q,False,128
Q,710,260718297,0.05,0.05,Q,False,77
Q,710,260718297,0.05,0.01,Q,False,77
Q,710,260718297,0.01,0.05,Q,False,81
Q,711,260718298,0.05,0.05,Q,False,35
Q,711,260718298,0.05,0.01,Q,False,35
Q,711,260718298,0.01,0.05,Q,False,41
Q,712,260718299,0.05,0.05,Q,False,104
Q,712,260718299,0.05,0.01,Q,False,104
Q,712,260718299,0.01,0.05,Q,False,115
Q,713,260718300,0.05,0.05,Q,False,55
Q,713,260718300,0.05,0.01,Q,False,55
Q,713,260718300,0.01,0.05,Q,False,56
Q,714,260718301,0.05,0.05,Q,False,83
Q,714,260718301,0.05,0.01,Q,False,83
Q,714,260718301,0.01,0.05,Q,False,86
Q,715,260718302,0.05,0.05,Q,False,128
Q,715,260718302,0.05,0.01,Q,False,128
Q,715,260718302,0.01,0.05,Q,False,145
Q,716,260718303,0.05,0.05,Q,False,114
Q,716,260718303,0.05,0.01,Q,False,114
Q,716,260718303,0.01,0.05,Q,False,122
Q,717,260718304,0.05,0.05,Q,False,84
Q,717,260718304,0.05,0.01,Q,False,84
Q,717,260718304,0.01,0.05,Q,False,93
Q,718,260718305,0.05,0.05,Q,False,109
Q,718,260718305,0.05,0.01,Q,False,109
Q,718,260718305,0.01,0.05,Q,False,113
Q,719,260718306,0.05,0.05,Q,False,52
Q,719,260718306,0.05,0.01,Q,False,52
Q,719,260718306,0.01,0.05,Q,False,53
Q,720,260718307,0.05,0.05,Q,False,111
Q,720,260718307,0.05,0.01,Q,False,111
Q,720,260718307,0.01,0.05,Q,False,112
Q,721,260718308,0.05,0.05,Q,False,80
Q,721,260718308,0.05,0.01,Q,False,80
Q,721,260718308,0.01,0.05,Q,False,87
Q,722,260718309,0.05,0.05,Q,False,78
Q,722,260718309,0.05,0.01,Q,False,78
Q,722,260718309,0.01,0.05,Q,False,80
Q,723,260718310,0.05,0.05,Q,False,120
Q,723,260718310,0.05,0.01,Q,False,120
Q,723,260718310,0.01,0.05,Q,False,134
Q,724,260718311,0.05,0.05,Q,False,121
Q,724,260718311,0.05,0.01,Q,False,121
Q,724,260718311,0.01,0.05,Q,False,122
Q,725,260718312,0.05,0.05,Q,False,84
Q,725,260718312,0.05,0.01,Q,False,84
Q,725,260718312,0.01,0.05,Q,False,94
Q,726,260718313,0.05,0.05,Q,False,93
Q,726,260718313,0.05,0.01,Q,False,93
Q,726,260718313,0.01,0.05,Q,False,96
Q,727,260718314,0.05,0.05,Q,False,72
Q,727,260718314,0.05,0.01,Q,False,72
Q,727,260718314,0.01,0.05,Q,False,74
Q,728,260718315,0.05,0.05,Q,False,60
Q,728,260718315,0.05,0.01,Q,False,60
Q,728,260718315,0.01,0.05,Q,False,67
Q,729,260718316,0.05,0.05,Q,False,69
Q,729,260718316,0.05,0.01,Q,False,69
Q,729,260718316,0.01,0.05,Q,False,71
Q,730,260718317,0.05,0.05,Q,False,121
Q,730,260718317,0.05,0.01,Q,False,121
Q,730,260718317,0.01,0.05,Q,False,135
Q,731,260718318,0.05,0.05,Q,False,41
Q,731,260718318,0.05,0.01,Q,False,41
Q,731,260718318,0.01,0.05,Q,False,45
Q,732,260718319,0.05,0.05,Q,False,91
Q,732,260718319,0.05,0.01,Q,False,91
Q,732,260718319,0.01,0.05,Q,False,102
Q,733,260718320,0.05,0.05,Q,False,32
Q,733,260718320,0.05,0.01,Q,False,32
Q,733,260718320,0.01,0.05,Q,False,97
Q,734,260718321,0.05,0.05,Q,False,96
Q,734,260718321,0.05,0.01,Q,False,96
Q,734,260718321,0.01,0.05,Q,False,98
Q,735,260718322,0.05,0.05,Q,False,97
Q,735,260718322,0.05,0.01,Q,False,97
Q,735,260718322,0.01,0.05,Q,False,97
Q,736,260718323,0.05,0.05,Q,False,71
Q,736,260718323,0.05,0.01,Q,False,71
Q,736,260718323,0.01,0.05,Q,False,74
Q,737,260718324,0.05,0.05,Q,False,112
Q,737,260718324,0.05,0.01,Q,False,112
Q,737,260718324,0.01,0.05,Q,False,115
Q,738,260718325,0.05,0.05,Q,False,45
Q,738,260718325,0.05,0.01,Q,False,45
Q,738,260718325,0.01,0.05,Q,False,46
Q,739,260718326,0.05,0.05,Q,False,106
Q,739,260718326,0.05,0.01,Q,False,106
Q,739,260718326,0.01,0.05,Q,False,108
Q,740,260718327,0.05,0.05,Q,False,145
Q,740,260718327,0.05,0.01,Q,False,145
Q,740,260718327,0.01,0.05,Q,False,147
Q,741,260718328,0.05,0.05,Q,False,98
Q,741,260718328,0.05,0.01,Q,False,98
Q,741,260718328,0.01,0.05,Q,False,99
Q,742,260718329,0.05,0.05,Q,False,94
Q,742,260718329,0.05,0.01,Q,False,94
Q,742,260718329,0.01,0.05,Q,False,95
Q,743,260718330,0.05,0.05,Q,False,122
Q,743,260718330,0.05,0.01,Q,False,122
Q,743,260718330,0.01,0.05,Q,False,123
Q,744,260718331,0.05,0.05,Q,False,81
Q,744,260718331,0.05,0.01,Q,False,81
Q,744,260718331,0.01,0.05,Q,False,90
Q,745,260718332,0.05,0.05,Q,False,137
Q,745,260718332,0.05,0.01,Q,False,137
Q,745,260718332,0.01,0.05,Q,False,139
Q,746,260718333,0.05,0.05,Q,False,91
Q,746,260718333,0.05,0.01,Q,False,91
Q,746,260718333,0.01,0.05,Q,False,92
Q,747,260718334,0.05,0.05,Q,False,37
Q,747,260718334,0.05,0.01,Q,False,37
Q,747,260718334,0.01,0.05,Q,False,38
Q,748,260718335,0.05,0.05,Q,False,121
Q,748,260718335,0.05,0.01,Q,False,121
Q,748,260718335,0.01,0.05,Q,False,126
Q,749,260718336,0.05,0.05,Q,False,113
Q,749,260718336,0.05,0.01,Q,False,113
Q,749,260718336,0.01,0.05,Q,False,137
Q,750,260718337,0.05,0.05,Q,False,42
Q,750,260718337,0.05,0.01,Q,False,42
Q,750,260718337,0.01,0.05,Q,False,43
Q,751,260718338,0.05,0.05,Q,False,61
Q,751,260718338,0.05,0.01,Q,False,61
Q,751,260718338,0.01,0.05,Q,False,64
Q,752,260718339,0.05,0.05,Q,False,88
Q,752,260718339,0.05,0.01,Q,False,88
Q,752,260718339,0.01,0.05,Q,False,89
Q,753,260718340,0.05,0.05,Q,False,90
Q,753,260718340,0.05,0.01,Q,False,90
Q,753,260718340,0.01,0.05,Q,False,91
Q,754,260718341,0.05,0.05,Q,False,71
Q,754,260718341,0.05,0.01,Q,False,71
Q,754,260718341,0.01,0.05,Q,False,83
Q,755,260718342,0.05,0.05,Q,False,97
Q,755,260718342,0.05,0.01,Q,False,97
Q,755,260718342,0.01,0.05,Q,False,102
Q,756,260718343,0.05,0.05,Q,False,101
Q,756,260718343,0.05,0.01,Q,False,101
Q,756,260718343,0.01,0.05,Q,False,102
Q,757,260718344,0.05,0.05,Q,False,113
Q,757,260718344,0.05,0.01,Q,False,113
Q,757,260718344,0.01,0.05,Q,False,118
Q,758,260718345,0.05,0.05,Q,False,109
Q,758,260718345,0.05,0.01,Q,False,109
Q,758,260718345,0.01,0.05,Q,False,110
Q,759,260718346,0.05,0.05,Q,False,64
Q,759,260718346,0.05,0.01,Q,False,64
Q,759,260718346,0.01,0.05,Q,False,66
Q,760,260718347,0.05,0.05,Q,False,118
Q,760,260718347,0.05,0.01,Q,False,118
Q,760,260718347,0.01,0.05,Q,False,133
Q,761,260718348,0.05,0.05,Q,False,62
Q,761,260718348,0.05,0.01,Q,False,62
Q,761,260718348,0.01,0.05,Q,False,62
Q,762,260718349,0.05,0.05,Q,False,103
Q,762,260718349,0.05,0.01,Q,False,103
Q,762,260718349,0.01,0.05,Q,False,111
Q,763,260718350,0.05,0.05,Q,False,143
Q,763,260718350,0.05,0.01,Q,False,143
Q,763,260718350,0.01,0.05,Q,False,145
Q,764,260718351,0.05,0.05,Q,False,110
Q,764,260718351,0.05,0.01,Q,False,110
Q,764,260718351,0.01,0.05,Q,False,111
Q,765,260718352,0.05,0.05,Q,False,74
Q,765,260718352,0.05,0.01,Q,False,74
Q,765,260718352,0.01,0.05,Q,False,75
Q,766,260718353,0.05,0.05,Q,False,62
Q,766,260718353,0.05,0.01,Q,False,62
Q,766,260718353,0.01,0.05,Q,False,69
Q,767,260718354,0.05,0.05,Q,False,35
Q,767,260718354,0.05,0.01,Q,False,35
Q,767,260718354,0.01,0.05,Q,False,36
Q,768,260718355,0.05,0.05,Q,False,85
Q,768,260718355,0.05,0.01,Q,False,85
Q,768,260718355,0.01,0.05,Q,False,86
Q,769,260718356,0.05,0.05,Q,False,59
Q,769,260718356,0.05,0.01,Q,False,59
Q,769,260718356,0.01,0.05,Q,False,60
Q,770,260718357,0.05,0.05,Q,False,137
Q,770,260718357,0.05,0.01,Q,False,137
Q,770,260718357,0.01,0.05,Q,False,141
Q,771,260718358,0.05,0.05,Q,False,112
Q,771,260718358,0.05,0.01,Q,False,112
Q,771,260718358,0.01,0.05,Q,False,116
Q,772,260718359,0.05,0.05,Q,False,150
Q,772,260718359,0.05,0.01,Q,False,150
Q,772,260718359,0.01,0.05,Q,False,155
Q,773,260718360,0.05,0.05,Q,False,128
Q,773,260718360,0.05,0.01,Q,False,128
Q,773,260718360,0.01,0.05,Q,False,129
Q,774,260718361,0.05,0.05,Q,False,79
Q,774,260718361,0.05,0.01,Q,False,79
Q,774,260718361,0.01,0.05,Q,False,83
Q,775,260718362,0.05,0.05,Q,False,89
Q,775,260718362,0.05,0.01,Q,False,89
Q,775,260718362,0.01,0.05,Q,False,91
Q,776,260718363,0.05,0.05,Q,False,70
Q,776,260718363,0.05,0.01,Q,False,70
Q,776,260718363,0.01,0.05,Q,False,73
Q,777,260718364,0.05,0.05,Q,False,72
Q,777,260718364,0.05,0.01,Q,False,72
Q,777,260718364,0.01,0.05,Q,False,76
Q,778,260718365,0.05,0.05,Q,False,104
Q,778,260718365,0.05,0.01,Q,False,104
Q,778,260718365,0.01,0.05,Q,False,105
Q,779,260718366,0.05,0.05,Q,False,64
Q,779,260718366,0.05,0.01,Q,False,64
Q,779,260718366,0.01,0.05,Q,False,68
Q,780,260718367,0.05,0.05,Q,False,97
Q,780,260718367,0.05,0.01,Q,False,97
Q,780,260718367,0.01,0.05,Q,False,99
Q,781,260718368,0.05,0.05,Q,False,93
Q,781,260718368,0.05,0.01,Q,False,93
Q,781,260718368,0.01,0.05,Q,False,101
Q,782,260718369,0.05,0.05,Q,False,91
Q,782,260718369,0.05,0.01,Q,False,91
Q,782,260718369,0.01,0.05,Q,False,92
Q,783,260718370,0.05,0.05,Q,False,120
Q,783,260718370,0.05,0.01,Q,False,120
Q,783,260718370,0.01,0.05,Q,False,121
Q,784,260718371,0.05,0.05,Q,False,96
Q,784,260718371,0.05,0.01,Q,False,96
Q,784,260718371,0.01,0.05,Q,False,101
Q,785,260718372,0.05,0.05,Q,False,100
Q,785,260718372,0.05,0.01,Q,False,100
Q,785,260718372,0.01,0.05,Q,False,103
Q,786,260718373,0.05,0.05,Q,False,110
Q,786,260718373,0.05,0.01,Q,False,110
Q,786,260718373,0.01,0.05,Q,False,112
Q,787,260718374,0.05,0.05,Q,False,36
Q,787,260718374,0.05,0.01,Q,False,36
Q,787,260718374,0.01,0.05,Q,False,43
Q,788,260718375,0.05,0.05,Q,False,61
Q,788,260718375,0.05,0.01,Q,False,61
Q,788,260718375,0.01,0.05,Q,False,63
Q,789,260718376,0.05,0.05,Q,False,103
Q,789,260718376,0.05,0.01,Q,False,103
Q,789,260718376,0.01,0.05,Q,False,104
Q,790,260718377,0.05,0.05,Q,False,63
Q,790,260718377,0.05,0.01,Q,False,63
Q,790,260718377,0.01,0.05,Q,False,66
Q,791,260718378,0.05,0.05,Q,False,118
Q,791,260718378,0.05,0.01,Q,False,118
Q,791,260718378,0.01,0.05,Q,False,119
Q,792,260718379,0.05,0.05,Q,False,65
Q,792,260718379,0.05,0.01,Q,False,65
Q,792,260718379,0.01,0.05,Q,False,66
Q,793,260718380,0.05,0.05,Q,False,87
Q,793,260718380,0.05,0.01,Q,False,87
Q,793,260718380,0.01,0.05,Q,False,99
Q,794,260718381,0.05,0.05,Q,False,135
Q,794,260718381,0.05,0.01,Q,False,135
Q,794,260718381,0.01,0.05,Q,False,146
Q,795,260718382,0.05,0.05,Q,False,147
Q,795,260718382,0.05,0.01,Q,False,147
Q,795,260718382,0.01,0.05,Q,False,148
Q,796,260718383,0.05,0.05,Q,False,57
Q,796,260718383,0.05,0.01,Q,False,57
Q,796,260718383,0.01,0.05,Q,False,58
Q,797,260718384,0.05,0.05,Q,False,83
Q,797,260718384,0.05,0.01,Q,False,83
Q,797,260718384,0.01,0.05,Q,False,86
Q,798,260718385,0.05,0.05,Q,False,112
Q,798,260718385,0.05,0.01,Q,False,112
Q,798,260718385,0.01,0.05,Q,False,119
Q,799,260718386,0.05,0.05,Q,False,56
Q,799,260718386,0.05,0.01,Q,False,56
Q,799,260718386,0.01,0.05,Q,False,57
Q,800,260718387,0.05,0.05,Q,False,65
Q,800,260718387,0.05,0.01,Q,False,65
Q,800,260718387,0.01,0.05,Q,False,68
Q,801,260718388,0.05,0.05,Q,False,79
Q,801,260718388,0.05,0.01,Q,False,79
Q,801,260718388,0.01,0.05,Q,False,81
Q,802,260718389,0.05,0.05,Q,False,43
Q,802,260718389,0.05,0.01,Q,False,43
Q,802,260718389,0.01,0.05,Q,False,44
Q,803,260718390,0.05,0.05,Q,False,116
Q,803,260718390,0.05,0.01,Q,False,116
Q,803,260718390,0.01,0.05,Q,False,120
Q,804,260718391,0.05,0.05,Q,False,111
Q,804,260718391,0.05,0.01,Q,False,111
Q,804,260718391,0.01,0.05,Q,False,117
Q,805,260718392,0.05,0.05,Q,False,89
Q,805,260718392,0.05,0.01,Q,False,89
Q,805,260718392,0.01,0.05,Q,False,91
Q,806,260718393,0.05,0.05,Q,False,127
Q,806,260718393,0.05,0.01,Q,False,127
Q,806,260718393,0.01,0.05,Q,False,128
Q,807,260718394,0.05,0.05,Q,False,105
Q,807,260718394,0.05,0.01,Q,False,105
Q,807,260718394,0.01,0.05,Q,False,107
Q,808,260718395,0.05,0.05,Q,False,101
Q,808,260718395,0.05,0.01,Q,False,101
Q,808,260718395,0.01,0.05,Q,False,103
Q,809,260718396,0.05,0.05,Q,False,75
Q,809,260718396,0.05,0.01,Q,False,75
Q,809,260718396,0.01,0.05,Q,False,77
Q,810,260718397,0.05,0.05,Q,False,100
Q,810,260718397,0.05,0.01,Q,False,100
Q,810,260718397,0.01,0.05,Q,False,101
Q,811,260718398,0.05,0.05,Q,False,78
Q,811,260718398,0.05,0.01,Q,False,78
Q,811,260718398,0.01,0.05,Q,False,80
Q,812,260718399,0.05,0.05,Q,False,38
Q,812,260718399,0.05,0.01,Q,False,38
Q,812,260718399,0.01,0.05,Q,False,44
Q,813,260718400,0.05,0.05,Q,False,98
Q,813,260718400,0.05,0.01,Q,False,98
Q,813,260718400,0.01,0.05,Q,False,101
Q,814,260718401,0.05,0.05,Q,False,88
Q,814,260718401,0.05,0.01,Q,False,88
Q,814,260718401,0.01,0.05,Q,False,96
Q,815,260718402,0.05,0.05,Q,False,74
Q,815,260718402,0.05,0.01,Q,False,74
Q,815,260718402,0.01,0.05,Q,False,86
Q,816,260718403,0.05,0.05,Q,False,45
Q,816,260718403,0.05,0.01,Q,False,45
Q,816,260718403,0.01,0.05,Q,False,68
Q,817,260718404,0.05,0.05,Q,False,114
Q,817,260718404,0.05,0.01,Q,False,114
Q,817,260718404,0.01,0.05,Q,False,116
Q,818,260718405,0.05,0.05,Q,False,52
Q,818,260718405,0.05,0.01,Q,False,52
Q,818,260718405,0.01,0.05,Q,False,55
Q,819,260718406,0.05,0.05,Q,False,54
Q,819,260718406,0.05,0.01,Q,False,54
Q,819,260718406,0.01,0.05,Q,False,55
Q,820,260718407,0.05,0.05,Q,False,30
Q,820,260718407,0.05,0.01,Q,False,30
Q,820,260718407,0.01,0.05,Q,False,31
Q,821,260718408,0.05,0.05,Q,False,55
Q,821,260718408,0.05,0.01,Q,False,55
Q,821,260718408,0.01,0.05,Q,False,72
Q,822,260718409,0.05,0.05,Q,False,136
Q,822,260718409,0.05,0.01,Q,False,136
Q,822,260718409,0.01,0.05,Q,False,138
Q,823,260718410,0.05,0.05,Q,False,26
Q,823,260718410,0.05,0.01,Q,False,26
Q,823,260718410,0.01,0.05,Q,False,27
Q,824,260718411,0.05,0.05,Q,False,132
Q,824,260718411,0.05,0.01,Q,False,132
Q,824,260718411,0.01,0.05,Q,False,135
Q,825,260718412,0.05,0.05,Q,False,119
Q,825,260718412,0.05,0.01,Q,False,119
Q,825,260718412,0.01,0.05,Q,False,130
Q,826,260718413,0.05,0.05,Q,False,60
Q,826,260718413,0.05,0.01,Q,False,60
Q,826,260718413,0.01,0.05,Q,False,61
Q,827,260718414,0.05,0.05,Q,False,115
Q,827,260718414,0.05,0.01,Q,False,115
Q,827,260718414,0.01,0.05,Q,False,125
Q,828,260718415,0.05,0.05,Q,False,100
Q,828,260718415,0.05,0.01,Q,False,100
Q,828,260718415,0.01,0.05,Q,False,104
Q,829,260718416,0.05,0.05,Q,False,89
Q,829,260718416,0.05,0.01,Q,False,89
Q,829,260718416,0.01,0.05,Q,False,94
Q,830,260718417,0.05,0.05,Q,False,102
Q,830,260718417,0.05,0.01,Q,False,102
Q,830,260718417,0.01,0.05,Q,False,103
Q,831,260718418,0.05,0.05,Q,False,56
Q,831,260718418,0.05,0.01,Q,False,56
Q,831,260718418,0.01,0.05,Q,False,59
Q,832,260718419,0.05,0.05,Q,False,69
Q,832,260718419,0.05,0.01,Q,False,69
Q,832,260718419,0.01,0.05,Q,False,93
Q,833,260718420,0.05,0.05,Q,False,49
Q,833,260718420,0.05,0.01,Q,False,49
Q,833,260718420,0.01,0.05,Q,False,77
Q,834,260718421,0.05,0.05,Q,False,94
Q,834,260718421,0.05,0.01,Q,False,94
Q,834,260718421,0.01,0.05,Q,False,97
Q,835,260718422,0.05,0.05,Q,False,109
Q,835,260718422,0.05,0.01,Q,False,109
Q,835,260718422,0.01,0.05,Q,False,117
Q,836,260718423,0.05,0.05,Q,False,139
Q,836,260718423,0.05,0.01,Q,False,139
Q,836,260718423,0.01,0.05,Q,False,141
Q,837,260718424,0.05,0.05,Q,False,93
Q,837,260718424,0.05,0.01,Q,False,93
Q,837,260718424,0.01,0.05,Q,False,94
Q,838,260718425,0.05,0.05,Q,False,71
Q,838,260718425,0.05,0.01,Q,False,71
Q,838,260718425,0.01,0.05,Q,False,73
Q,839,260718426,0.05,0.05,Q,False,49
Q,839,260718426,0.05,0.01,Q,False,49
Q,839,260718426,0.01,0.05,Q,False,50
Q,840,260718427,0.05,0.05,Q,False,113
Q,840,260718427,0.05,0.01,Q,False,113
Q,840,260718427,0.01,0.05,Q,False,114
Q,841,260718428,0.05,0.05,Q,False,159
Q,841,260718428,0.05,0.01,Q,False,159
Q,841,260718428,0.01,0.05,Q,False,163
Q,842,260718429,0.05,0.05,Q,False,53
Q,842,260718429,0.05,0.01,Q,False,53
Q,842,260718429,0.01,0.05,Q,False,54
Q,843,260718430,0.05,0.05,Q,False,106
Q,843,260718430,0.05,0.01,Q,False,106
Q,843,260718430,0.01,0.05,Q,False,117
Q,844,260718431,0.05,0.05,Q,False,82
Q,844,260718431,0.05,0.01,Q,False,82
Q,844,260718431,0.01,0.05,Q,False,84
Q,845,260718432,0.05,0.05,Q,False,77
Q,845,260718432,0.05,0.01,Q,False,77
Q,845,260718432,0.01,0.05,Q,False,78
Q,846,260718433,0.05,0.05,Q,False,119
Q,846,260718433,0.05,0.01,Q,False,119
Q,846,260718433,0.01,0.05,Q,False,127
Q,847,260718434,0.05,0.05,Q,False,73
Q,847,260718434,0.05,0.01,Q,False,73
Q,847,260718434,0.01,0.05,Q,False,81
Q,848,260718435,0.05,0.05,Q,False,53
Q,848,260718435,0.05,0.01,Q,False,53
Q,848,260718435,0.01,0.05,Q,False,54
Q,849,260718436,0.05,0.05,Q,False,119
Q,849,260718436,0.05,0.01,Q,False,119
Q,849,260718436,0.01,0.05,Q,False,123
Q,850,260718437,0.05,0.05,Q,False,93
Q,850,260718437,0.05,0.01,Q,False,93
Q,850,260718437,0.01,0.05,Q,False,103
Q,851,260718438,0.05,0.05,Q,False,124
Q,851,260718438,0.05,0.01,Q,False,124
Q,851,260718438,0.01,0.05,Q,False,127
Q,852,260718439,0.05,0.05,Q,False,119
Q,852,260718439,0.05,0.01,Q,False,119
Q,852,260718439,0.01,0.05,Q,False,121
Q,853,260718440,0.05,0.05,Q,False,68
Q,853,260718440,0.05,0.01,Q,False,68
Q,853,260718440,0.01,0.05,Q,False,79
Q,854,260718441,0.05,0.05,Q,False,79
Q,854,260718441,0.05,0.01,Q,False,79
Q,854,260718441,0.01,0.05,Q,False,89
Q,855,260718442,0.05,0.05,Q,False,79
Q,855,260718442,0.05,0.01,Q,False,79
Q,855,260718442,0.01,0.05,Q,False,109
Q,856,260718443,0.05,0.05,Q,False,106
Q,856,260718443,0.05,0.01,Q,False,106
Q,856,260718443,0.01,0.05,Q,False,118
Q,857,260718444,0.05,0.05,Q,False,64
Q,857,260718444,0.05,0.01,Q,False,64
Q,857,260718444,0.01,0.05,Q,False,70
Q,858,260718445,0.05,0.05,Q,False,84
Q,858,260718445,0.05,0.01,Q,False,84
Q,858,260718445,0.01,0.05,Q,False,97
Q,859,260718446,0.05,0.05,Q,False,64
Q,859,260718446,0.05,0.01,Q,False,64
Q,859,260718446,0.01,0.05,Q,False,65
Q,860,260718447,0.05,0.05,Q,False,60
Q,860,260718447,0.05,0.01,Q,False,60
Q,860,260718447,0.01,0.05,Q,False,61
Q,861,260718448,0.05,0.05,Q,False,92
Q,861,260718448,0.05,0.01,Q,False,92
Q,861,260718448,0.01,0.05,Q,False,95
Q,862,260718449,0.05,0.05,Q,False,69
Q,862,260718449,0.05,0.01,Q,False,69
Q,862,260718449,0.01,0.05,Q,False,95
Q,863,260718450,0.05,0.05,Q,False,83
Q,863,260718450,0.05,0.01,Q,False,83
Q,863,260718450,0.01,0.05,Q,False,91
Q,864,260718451,0.05,0.05,Q,False,73
Q,864,260718451,0.05,0.01,Q,False,73
Q,864,260718451,0.01,0.05,Q,False,75
Q,865,260718452,0.05,0.05,Q,False,83
Q,865,260718452,0.05,0.01,Q,False,83
Q,865,260718452,0.01,0.05,Q,False,95
Q,866,260718453,0.05,0.05,Q,False,104
Q,866,260718453,0.05,0.01,Q,False,104
Q,866,260718453,0.01,0.05,Q,False,105
Q,867,260718454,0.05,0.05,Q,False,74
Q,867,260718454,0.05,0.01,Q,False,74
Q,867,260718454,0.01,0.05,Q,False,75
Q,868,260718455,0.05,0.05,Q,False,108
Q,868,260718455,0.05,0.01,Q,False,108
Q,868,260718455,0.01,0.05,Q,False,117
Q,869,260718456,0.05,0.05,Q,False,52
Q,869,260718456,0.05,0.01,Q,False,52
Q,869,260718456,0.01,0.05,Q,False,53
Q,870,260718457,0.05,0.05,Q,False,52
Q,870,260718457,0.05,0.01,Q,False,52
Q,870,260718457,0.01,0.05,Q,False,55
Q,871,260718458,0.05,0.05,Q,False,64
Q,871,260718458,0.05,0.01,Q,False,64
Q,871,260718458,0.01,0.05,Q,False,66
Q,872,260718459,0.05,0.05,Q,False,51
Q,872,260718459,0.05,0.01,Q,False,51
Q,872,260718459,0.01,0.05,Q,False,52
Q,873,260718460,0.05,0.05,Q,False,91
Q,873,260718460,0.05,0.01,Q,False,91
Q,873,260718460,0.01,0.05,Q,False,92
Q,874,260718461,0.05,0.05,Q,False,35
Q,874,260718461,0.05,0.01,Q,False,35
Q,874,260718461,0.01,0.05,Q,False,42
Q,875,260718462,0.05,0.05,Q,False,97
Q,875,260718462,0.05,0.01,Q,False,97
Q,875,260718462,0.01,0.05,Q,False,98
Q,876,260718463,0.05,0.05,Q,False,105
Q,876,260718463,0.05,0.01,Q,False,105
Q,876,260718463,0.01,0.05,Q,False,107
Q,877,260718464,0.05,0.05,Q,False,38
Q,877,260718464,0.05,0.01,Q,False,38
Q,877,260718464,0.01,0.05,Q,False,39
Q,878,260718465,0.05,0.05,Q,False,93
Q,878,260718465,0.05,0.01,Q,False,93
Q,878,260718465,0.01,0.05,Q,False,93
Q,879,260718466,0.05,0.05,Q,False,63
Q,879,260718466,0.05,0.01,Q,False,63
Q,879,260718466,0.01,0.05,Q,False,67
Q,880,260718467,0.05,0.05,Q,False,140
Q,880,260718467,0.05,0.01,Q,False,140
Q,880,260718467,0.01,0.05,Q,False,144
Q,881,260718468,0.05,0.05,Q,False,95
Q,881,260718468,0.05,0.01,Q,False,95
Q,881,260718468,0.01,0.05,Q,False,97
Q,882,260718469,0.05,0.05,Q,False,75
Q,882,260718469,0.05,0.01,Q,False,75
Q,882,260718469,0.01,0.05,Q,False,76
Q,883,260718470,0.05,0.05,Q,False,105
Q,883,260718470,0.05,0.01,Q,False,105
Q,883,260718470,0.01,0.05,Q,False,106
Q,884,260718471,0.05,0.05,Q,False,138
Q,884,260718471,0.05,0.01,Q,False,138
Q,884,260718471,0.01,0.05,Q,False,140
Q,885,260718472,0.05,0.05,Q,False,83
Q,885,260718472,0.05,0.01,Q,False,83
Q,885,260718472,0.01,0.05,Q,False,95
Q,886,260718473,0.05,0.05,Q,False,39
Q,886,260718473,0.05,0.01,Q,False,39
Q,886,260718473,0.01,0.05,Q,False,39
Q,887,260718474,0.05,0.05,Q,False,71
Q,887,260718474,0.05,0.01,Q,False,71
Q,887,260718474,0.01,0.05,Q,False,72
Q,888,260718475,0.05,0.05,Q,False,62
Q,888,260718475,0.05,0.01,Q,False,62
Q,888,260718475,0.01,0.05,Q,False,65
Q,889,260718476,0.05,0.05,Q,False,99
Q,889,260718476,0.05,0.01,Q,False,99
Q,889,260718476,0.01,0.05,Q,False,105
Q,890,260718477,0.05,0.05,Q,False,99
Q,890,260718477,0.05,0.01,Q,False,99
Q,890,260718477,0.01,0.05,Q,False,104
Q,891,260718478,0.05,0.05,Q,False,125
Q,891,260718478,0.05,0.01,Q,False,125
Q,891,260718478,0.01,0.05,Q,False,126
Q,892,260718479,0.05,0.05,Q,False,96
Q,892,260718479,0.05,0.01,Q,False,96
Q,892,260718479,0.01,0.05,Q,False,97
Q,893,260718480,0.05,0.05,Q,False,48
Q,893,260718480,0.05,0.01,Q,False,48
Q,893,260718480,0.01,0.05,Q,False,49
Q,894,260718481,0.05,0.05,Q,False,52
Q,894,260718481,0.05,0.01,Q,False,52
Q,894,260718481,0.01,0.05,Q,False,53
Q,895,260718482,0.05,0.05,Q,False,86
Q,895,260718482,0.05,0.01,Q,False,86
Q,895,260718482,0.01,0.05,Q,False,95
Q,896,260718483,0.05,0.05,Q,False,77
Q,896,260718483,0.05,0.01,Q,False,77
Q,896,260718483,0.01,0.05,Q,False,80
Q,897,260718484,0.05,0.05,Q,False,49
Q,897,260718484,0.05,0.01,Q,False,49
Q,897,260718484,0.01,0.05,Q,False,54
Q,898,260718485,0.05,0.05,Q,False,77
Q,898,260718485,0.05,0.01,Q,False,77
Q,898,260718485,0.01,0.05,Q,False,79
Q,899,260718486,0.05,0.05,Q,False,128
Q,899,260718486,0.05,0.01,Q,False,128
Q,899,260718486,0.01,0.05,Q,False,133
Q,900,260718487,0.05,0.05,Q,False,84
Q,900,260718487,0.05,0.01,Q,False,84
Q,900,260718487,0.01,0.05,Q,False,85
Q,901,260718488,0.05,0.05,Q,False,136
Q,901,260718488,0.05,0.01,Q,False,136
Q,901,260718488,0.01,0.05,Q,False,137
