states,total,counts,log_mixture,empirical_kl,row_penalty,conditional_expectation,dominance_slack
3,0,0|0|0,0.0,0.0,2.0,1.0,2.0
3,1,0|0|1,-0.40546510810816516,0.6931471805599453,2.8109302162163288,1.0,1.7123179275482183
3,1,0|1|0,-6.661338147750939e-16,1.0986122886681098,2.8109302162163288,1.0,1.7123179275482183
3,1,1|0|0,0.6931471805599445,1.791759469228055,2.8109302162163288,1.0,1.7123179275482183
3,2,0|0|2,-0.4054651081081644,1.3862943611198906,3.3862943611198904,1.0,1.5945348918918354
3,2,0|1|1,-0.693147180559945,0.4054651081081644,3.3862943611198904,1.0,2.287682072451781
3,2,0|2|0,0.4054651081081646,2.1972245773362196,3.3862943611198904,1.0,1.5945348918918354
3,2,1|0|1,4.440892098500626e-16,1.0986122886681098,3.3862943611198904,1.0,2.287682072451781
3,2,1|1|0,0.4054651081081646,1.5040773967762742,3.3862943611198904,1.0,2.287682072451781
3,2,2|0|0,1.791759469228055,3.58351893845611,3.3862943611198904,1.0,1.5945348918918354
3,3,0|0|3,-0.2231435513142106,2.0794415416798357,3.8325814637483098,1.0,1.5299963707542634
3,3,0|1|2,-0.9162907318741564,0.5753641449035617,3.8325814637483098,1.0,2.3409265869705917
3,3,0|2|1,-0.5108256237659918,0.9808292530117262,3.8325814637483098,1.0,2.3409265869705917
3,3,0|3|0,0.9932517730102828,3.295836866004329,3.8325814637483098,1.0,1.5299963707542634
3,3,1|0|2,-0.22314355131421149,1.268511325463507,3.8325814637483098,1.0,2.3409265869705913
3,3,1|1|1,-0.5108256237659914,0.28768207245178085,3.8325814637483098,1.0,3.0340737675305376
3,3,1|2|0,0.5877866649021177,2.0794415416798357,3.8325814637483098,1.0,2.3409265869705917
3,3,2|0|1,0.8754687373538985,2.3671236141316165,3.8325814637483098,1.0,2.3409265869705917
3,3,2|1|0,1.2809338454620631,2.772588722239781,3.8325814637483098,1.0,2.3409265869705917
3,3,3|0|0,3.072693314690119,5.375278407684165,3.8325814637483098,1.0,1.5299963707542634
3,4,0|0|4,0.06453852113756886,2.772588722239781,4.197224577336219,1.0,1.4891743762340068
3,4,0|1|3,-0.916290731874156,0.9287132518727123,4.197224577336219,1.0,2.352220593589351
